"trip_id","duration"
"1310223","499"
"1323445","499"
"1275482","499"
"1254752","499"
"1293677","499"
"1301034","499"
"1314955","499"
"1307510","499"
"1308574","499"
"1252364","499"
"1295644","499"
"1323400","499"
"1328384","499"
"1337484","499"
"1268644","499"
"1282494","499"
"1332797","499"
"1319231","499"
"1337415","499"
"1260703","499"
"1321149","499"
"1276561","499"
"1290500","499"
"1278689","499"
"1299409","499"
"1334028","499"
"1286291","499"
"1327403","499"
"1335056","499"
"1291655","499"
"1244400","499"
"1327323","499"
"1237841","499"
"1332686","499"
"1321274","499"
"1300199","499"
"1323259","499"
"1293228","499"
"1297625","499"
"1315172","499"
"1262191","499"
"1316131","499"
"1313216","499"
"1237935","499"
"1327199","499"
"1297643","499"
"1242445","499"
"1270123","499"
"1260880","499"
"1285055","499"
"1336969","499"
"1289062","499"
"1264539","499"
"1327021","499"
"1253469","499"
"1332196","499"
"1267263","499"
"1336830","499"
"1249011","499"
"1313310","499"
"1267855","499"
"1266226","499"
"1328550","499"
"1295212","499"
"1309938","499"
"1238955","499"
"1306400","499"
"1244914","499"
"1304203","499"
"1334518","499"
"1294528","499"
"1268770","499"
"1307792","499"
"1285817","499"
"1291533","499"
"1241943","499"
"1318643","499"
"1307102","499"
"1237175","499"
"1326501","499"
"1248822","499"
"1255531","499"
"1287954","499"
"1277370","499"
"1253345","499"
"1279986","499"
"1271518","499"
"1298459","499"
"1269098","498"
"1279251","498"
"1336695","498"
"1274783","498"
"1257432","498"
"1268279","498"
"1247744","498"
"1275930","498"
"1275142","498"
"1293137","498"
"1321195","498"
"1322773","498"
"1290289","498"
"1299720","498"
"1316990","498"
"1283471","498"
"1257223","498"
"1265584","498"
"1294022","498"
"1247785","498"
"1261468","498"
"1270772","498"
"1267647","498"
"1321620","498"
"1327809","498"
"1277216","498"
"1330085","498"
"1260074","498"
"1310755","498"
"1284723","498"
"1308614","498"
"1270095","498"
"1310506","498"
"1294360","498"
"1277936","498"
"1291225","498"
"1293449","498"
"1242475","498"
"1243613","498"
"1248540","498"
"1251499","498"
"1269172","498"
"1260978","498"
"1296053","498"
"1312201","498"
"1316005","498"
"1328375","498"
"1269177","498"
"1277048","498"
"1327576","498"
"1280361","498"
"1250514","498"
"1256570","498"
"1335401","498"
"1306462","498"
"1243155","498"
"1337843","498"
"1299431","498"
"1324837","498"
"1257920","498"
"1288956","498"
"1335265","498"
"1246334","498"
"1315962","498"
"1256799","498"
"1299914","498"
"1306636","498"
"1330353","498"
"1270640","498"
"1267022","498"
"1295269","498"
"1322825","498"
"1242757","498"
"1258176","498"
"1242407","498"
"1299829","498"
"1307202","498"
"1283365","498"
"1295934","498"
"1331994","498"
"1306520","498"
"1296870","498"
"1294756","498"
"1282264","498"
"1317399","498"
"1334111","498"
"1260503","498"
"1280262","498"
"1292362","498"
"1326449","498"
"1280435","498"
"1274927","498"
"1253328","498"
"1242735","498"
"1312608","498"
"1264945","498"
"1317070","498"
"1267005","498"
"1312051","498"
"1269730","498"
"1329220","498"
"1250671","498"
"1329881","498"
"1264429","498"
"1021651","498"
"1024610","498"
"1063748","498"
"1052864","498"
"985808","498"
"929964","498"
"1058912","498"
"931442","498"
"1036516","498"
"922973","498"
"972926","498"
"1061073","498"
"1076186","498"
"1012476","498"
"951216","498"
"980850","498"
"1038064","498"
"960922","498"
"1051075","498"
"965210","498"
"927143","498"
"1014019","498"
"1025896","498"
"1056039","498"
"1057045","498"
"914431","498"
"947225","498"
"1019930","498"
"930148","498"
"995508","498"
"930178","498"
"920132","498"
"1045194","498"
"1058767","498"
"1019206","498"
"1063666","498"
"964272","498"
"1070723","498"
"1012083","498"
"925502","498"
"999574","498"
"944727","498"
"1015328","498"
"1047615","498"
"953669","498"
"924238","498"
"975786","498"
"939639","498"
"1045371","498"
"1025480","498"
"959846","498"
"986185","498"
"1011346","498"
"938854","498"
"946567","498"
"945521","498"
"914769","498"
"930472","498"
"1055586","498"
"979678","498"
"977026","498"
"994135","498"
"976420","498"
"1042980","498"
"930503","498"
"961852","498"
"977258","498"
"994154","498"
"1016033","498"
"999359","498"
"930557","498"
"916374","498"
"955523","498"
"1067010","498"
"977110","498"
"990997","498"
"1031380","498"
"929489","498"
"994283","498"
"1016213","498"
"914619","498"
"960595","498"
"1009155","498"
"1016294","498"
"924533","498"
"1067381","498"
"983837","498"
"1064799","498"
"1056619","498"
"946836","498"
"938930","498"
"947096","498"
"1013799","498"
"1060366","498"
"1001182","498"
"939074","498"
"967791","498"
"938468","498"
"951573","498"
"915230","498"
"963982","498"
"979074","498"
"979813","498"
"1065387","498"
"1015795","498"
"975595","498"
"1075415","498"
"1075620","498"
"991112","498"
"926228","498"
"1026277","498"
"1075740","498"
"926273","498"
"956041","498"
"992783","498"
"990036","498"
"942046","498"
"923994","498"
"963034","498"
"942117","498"
"987210","498"
"1048888","498"
"1060535","498"
"927642","498"
"1065957","498"
"977426","498"
"950325","498"
"979120","498"
"916005","498"
"1000729","498"
"1042670","498"
"1054886","498"
"1060734","498"
"918124","498"
"1001219","498"
"934000","498"
"924485","498"
"1019072","498"
"1036691","498"
"960281","498"
"936201","498"
"989104","498"
"925599","498"
"1019433","498"
"944486","498"
"1075567","498"
"914112","498"
"926728","498"
"1069027","498"
"1026045","498"
"1062089","498"
"1044513","498"
"997538","498"
"948547","498"
"960303","498"
"1018510","498"
"1042850","498"
"915755","498"
"948959","498"
"985200","498"
"1048967","498"
"997518","498"
"979956","498"
"923446","498"
"943231","498"
"944399","498"
"925385","498"
"949981","498"
"1025271","498"
"926936","498"
"1061225","498"
"915907","498"
"973756","498"
"1091984","498"
"1155342","498"
"1215342","498"
"1155191","498"
"1220813","498"
"1215484","498"
"1154590","498"
"1154377","498"
"1220727","498"
"1153291","498"
"1216285","498"
"1153112","498"
"1088691","498"
"1216354","498"
"1135315","498"
"1090442","498"
"1216452","498"
"1078302","498"
"1078240","498"
"1135831","498"
"1088111","498"
"1090548","498"
"1150224","498"
"1200644","498"
"1194118","498"
"1101939","498"
"1145028","498"
"1089464","498"
"1101736","498"
"1101684","498"
"1199800","498"
"1083926","498"
"1202268","498"
"1101172","498"
"1190725","498"
"1109100","498"
"1202808","498"
"1189151","498"
"1189071","498"
"1110228","498"
"1110291","498"
"1198027","498"
"1110339","498"
"1110358","498"
"1203163","498"
"1144685","498"
"1188154","498"
"1111109","498"
"1187860","498"
"1187326","498"
"1186881","498"
"1186517","498"
"1112203","498"
"1228005","498"
"1198666","498"
"1083023","498"
"1199365","498"
"1112261","498"
"1186240","498"
"1204662","498"
"1099431","498"
"1082937","498"
"1224800","498"
"1185614","498"
"1198797","498"
"1084919","498"
"1113542","498"
"1184286","498"
"1184092","498"
"1183806","498"
"1114419","498"
"1182929","498"
"1198931","498"
"1181842","498"
"1181547","498"
"1181537","498"
"1115563","498"
"1181235","498"
"1180981","498"
"1180747","498"
"1141133","498"
"1179957","498"
"1105233","498"
"1085505","498"
"1116824","498"
"1206317","498"
"1179560","498"
"1098083","498"
"1081989","498"
"1097889","498"
"1097630","498"
"1177148","498"
"1176157","498"
"1119308","498"
"1119729","498"
"1175411","498"
"1097075","498"
"1141217","498"
"1174550","498"
"1096801","498"
"1143222","498"
"1144017","498"
"1173747","498"
"1230476","498"
"1096658","498"
"1196376","498"
"1209085","498"
"1209133","498"
"1081216","498"
"1096415","498"
"1089786","498"
"1121753","498"
"1209583","498"
"1196225","498"
"1172388","498"
"1223035","498"
"1171807","498"
"1197273","498"
"1196203","498"
"1171419","498"
"1235979","498"
"1171272","498"
"1210011","498"
"1095744","498"
"1169690","498"
"1169618","498"
"1105523","498"
"1087125","498"
"1147488","498"
"1124277","498"
"1168796","498"
"1167425","498"
"1167185","498"
"1211785","498"
"1138602","498"
"1166299","498"
"1125956","498"
"1165926","498"
"1212315","498"
"1126659","498"
"1080064","498"
"1127131","498"
"1225394","498"
"1127181","498"
"1148149","498"
"1094364","498"
"1127688","498"
"1094264","498"
"1163167","498"
"1162366","498"
"1222359","498"
"1085542","498"
"1162073","498"
"1213187","498"
"1079634","498"
"1137900","498"
"1160689","498"
"1079549","498"
"1213803","498"
"1159965","498"
"1140339","498"
"1130236","498"
"1088564","498"
"1159585","498"
"1214299","498"
"1159564","498"
"1159373","498"
"1130774","498"
"1158965","498"
"1222173","498"
"1220904","498"
"1131605","498"
"1131660","498"
"1222091","498"
"1158006","498"
"1087791","498"
"1089123","498"
"1132324","498"
"1162746","497"
"1102885","497"
"1104390","497"
"1104193","497"
"1198392","497"
"1220529","497"
"1199400","497"
"1198812","497"
"1145486","497"
"1236438","497"
"1220546","497"
"1146329","497"
"1139384","497"
"1139308","497"
"1146875","497"
"1218468","497"
"1147962","497"
"1218211","497"
"1148867","497"
"1137779","497"
"1137274","497"
"1136852","497"
"1150853","497"
"1078118","497"
"1150861","497"
"1136252","497"
"1221676","497"
"1152094","497"
"1091121","497"
"1152384","497"
"1135281","497"
"1234652","497"
"1234620","497"
"1152985","497"
"1153255","497"
"1216284","497"
"1153403","497"
"1153476","497"
"1134608","497"
"1153672","497"
"1155052","497"
"1220802","497"
"1155393","497"
"1155767","497"
"1092062","497"
"1092201","497"
"1157470","497"
"1131984","497"
"1157799","497"
"1092352","497"
"1158026","497"
"1158215","497"
"1158223","497"
"1158440","497"
"1159286","497"
"1130574","497"
"1079407","497"
"1130355","497"
"1159755","497"
"1129838","497"
"1160622","497"
"1129563","497"
"1160935","497"
"1093593","497"
"1222282","497"
"1129265","497"
"1161504","497"
"1141622","497"
"1161685","497"
"1162083","497"
"1213085","497"
"1163036","497"
"1222417","497"
"1163894","497"
"1127114","497"
"1127049","497"
"1126915","497"
"1164559","497"
"1126381","497"
"1126182","497"
"1125569","497"
"1166748","497"
"1125285","497"
"1211518","497"
"1167336","497"
"1141469","497"
"1124539","497"
"1222811","497"
"1169032","497"
"1123828","497"
"1080805","497"
"1170375","497"
"1170504","497"
"1123098","497"
"1095901","497"
"1209184","497"
"1141312","497"
"1209035","497"
"1173520","497"
"1120951","497"
"1230460","497"
"1120693","497"
"1230216","497"
"1119584","497"
"1144096","497"
"1119230","497"
"1208157","497"
"1119082","497"
"1176777","497"
"1176904","497"
"1177030","497"
"1144116","497"
"1207648","497"
"1142377","497"
"1207312","497"
"1178000","497"
"1086594","497"
"1098375","497"
"1143249","497"
"1082299","497"
"1116236","497"
"1098724","497"
"1181038","497"
"1115589","497"
"1115450","497"
"1181616","497"
"1181968","497"
"1114935","497"
"1114734","497"
"1183222","497"
"1183401","497"
"1082665","497"
"1205417","497"
"1205354","497"
"1184082","497"
"1112892","497"
"1228269","497"
"1099359","497"
"1228237","497"
"1204672","497"
"1112339","497"
"1111886","497"
"1111823","497"
"1236701","497"
"1203904","497"
"1144488","497"
"1203248","497"
"1089336","497"
"1189050","497"
"1109852","497"
"1202784","497"
"1202736","497"
"1190015","497"
"1190644","497"
"1221312","497"
"1085849","497"
"1107902","497"
"1107803","497"
"1085799","497"
"1201916","497"
"1201830","497"
"1193257","497"
"1224469","497"
"1105964","497"
"1200704","497"
"1105499","497"
"1085491","497"
"1224612","497"
"1196588","497"
"1261704","497"
"1254544","497"
"1291610","497"
"1251857","497"
"1239891","497"
"1243477","497"
"1258218","497"
"1266603","497"
"1326289","497"
"1271229","497"
"1310599","497"
"1238244","497"
"1335346","497"
"1280538","497"
"1251004","497"
"1256397","497"
"1309914","497"
"1250917","497"
"1283355","497"
"1292825","497"
"1277416","497"
"1272084","497"
"1318540","497"
"1283346","497"
"1284355","497"
"1289121","497"
"1324479","497"
"1267347","497"
"1329545","497"
"1323714","497"
"1270816","497"
"1249840","497"
"1336298","497"
"1250865","497"
"1304621","497"
"1310679","497"
"1258894","497"
"1267401","497"
"1280378","497"
"1284660","497"
"1326166","497"
"1326123","497"
"1240612","497"
"1309913","497"
"1335836","497"
"1256469","497"
"1290293","497"
"1276647","497"
"1261569","497"
"1317358","497"
"1268562","497"
"1298846","497"
"1284292","497"
"1303452","497"
"1273936","497"
"1278222","497"
"1241234","497"
"1301989","497"
"1239826","497"
"1318809","497"
"1260499","497"
"1265670","497"
"1330032","497"
"1332157","497"
"1257507","497"
"1324595","497"
"1250844","497"
"1333543","497"
"1324596","497"
"1269774","497"
"1270472","497"
"1284212","497"
"1309590","497"
"1317723","497"
"1250027","497"
"1249076","497"
"1324405","497"
"1308832","497"
"1249094","497"
"1292690","497"
"1296020","497"
"1313061","497"
"1237321","497"
"1331149","497"
"1250037","497"
"1291026","497"
"1248652","497"
"1308923","497"
"1282907","497"
"1269855","497"
"1270044","497"
"1296031","497"
"1247006","497"
"1337860","497"
"1314367","497"
"1310788","497"
"1274748","497"
"1299365","497"
"1246198","497"
"1278023","497"
"1317967","497"
"1250086","497"
"1318700","497"
"1301350","497"
"1252499","497"
"1324242","497"
"1335124","497"
"1251834","497"
"1268135","497"
"1321949","497"
"1305377","497"
"1244137","497"
"1319306","497"
"1293407","497"
"1306597","497"
"1295924","497"
"1334086","497"
"1264343","497"
"1337133","497"
"1278236","497"
"1334886","497"
"1306754","497"
"1248132","497"
"1281668","497"
"1332904","497"
"1296554","497"
"977917","497"
"921601","497"
"965937","497"
"1065836","497"
"1064528","497"
"1064547","497"
"934177","497"
"986785","497"
"1009307","497"
"987058","497"
"1053732","497"
"915773","497"
"1075386","497"
"942064","497"
"1065437","497"
"949722","497"
"988703","497"
"935465","497"
"1009123","497"
"1036139","497"
"1065197","497"
"967150","497"
"1021692","497"
"1003440","497"
"1065091","497"
"926250","497"
"957730","497"
"943995","497"
"1029611","497"
"1042684","497"
"945084","497"
"926558","497"
"1059544","497"
"1019013","497"
"1054489","497"
"954528","497"
"1020412","497"
"954468","497"
"1052321","497"
"954426","497"
"975851","497"
"977943","497"
"958685","497"
"978405","497"
"1005203","497"
"941326","497"
"1018743","497"
"1027413","497"
"1044255","497"
"1041139","497"
"1061613","497"
"998916","497"
"1051928","497"
"1044301","497"
"917584","497"
"940819","497"
"1068924","497"
"959629","497"
"1059128","497"
"956358","497"
"997934","497"
"1031108","497"
"1013450","497"
"1070871","497"
"1061935","497"
"979886","497"
"1018195","497"
"1076338","497"
"1018144","497"
"928844","497"
"997186","497"
"1040590","497"
"997134","497"
"960421","497"
"953166","497"
"1031648","497"
"1018056","497"
"996463","497"
"940216","497"
"996415","497"
"1040193","497"
"995944","497"
"1051097","497"
"1032227","497"
"1032240","497"
"1006352","497"
"1032272","497"
"1055433","497"
"1062397","497"
"952656","497"
"961298","497"
"1039778","497"
"1006480","497"
"961530","497"
"1050855","497"
"1067643","497"
"981889","497"
"1014922","497"
"1071803","497"
"930867","497"
"1039410","497"
"1011122","497"
"922631","497"
"982219","497"
"973963","497"
"1073432","497"
"938860","497"
"925468","497"
"1024445","497"
"1050051","497"
"1024453","497"
"1071858","497"
"1002230","497"
"1073414","497"
"970141","497"
"993946","497"
"938737","497"
"982686","497"
"938720","497"
"993856","497"
"938647","497"
"951626","497"
"916244","497"
"1015245","497"
"1007120","497"
"951474","497"
"969765","497"
"993354","497"
"922321","497"
"1015279","497"
"1033602","497"
"1056498","497"
"951288","497"
"977273","497"
"1049401","497"
"1063326","497"
"992944","497"
"969311","497"
"932367","497"
"964208","497"
"1063553","497"
"1020303","497"
"969123","497"
"1056715","497"
"1020336","497"
"992097","497"
"936987","497"
"1066562","497"
"1046501","497"
"933015","497"
"991483","497"
"1034426","497"
"991327","497"
"1073028","497"
"1057998","497"
"1043708","497"
"1009927","497"
"1037277","497"
"1021354","497"
"985796","497"
"985843","497"
"1016576","497"
"968545","497"
"1029223","497"
"990472","497"
"1037042","497"
"1048665","497"
"933680","497"
"933734","497"
"1062084","496"
"1011776","496"
"1061980","496"
"951568","496"
"996586","496"
"1033372","496"
"1007105","496"
"971567","496"
"996675","496"
"1062952","496"
"1026892","496"
"963294","496"
"934111","496"
"925407","496"
"985749","496"
"1021682","496"
"980099","496"
"931608","496"
"1053939","496"
"965008","496"
"931703","496"
"920871","496"
"1035908","496"
"971628","496"
"974251","496"
"979945","496"
"956381","496"
"928422","496"
"993085","496"
"949568","496"
"917732","496"
"1018325","496"
"997828","496"
"926123","496"
"1035145","496"
"1003629","496"
"1025892","496"
"1013153","496"
"1075271","496"
"977276","496"
"1073862","496"
"934766","496"
"917280","496"
"1060332","496"
"1030850","496"
"1066878","496"
"1043361","496"
"1017018","496"
"953828","496"
"1028160","496"
"1018539","496"
"1066877","496"
"1038288","496"
"1059267","496"
"927758","496"
"943449","496"
"923567","496"
"954009","496"
"920706","496"
"998956","496"
"954085","496"
"1023109","496"
"1005189","496"
"916960","496"
"1012411","496"
"999559","496"
"958858","496"
"1053214","496"
"920175","496"
"992513","496"
"1072097","496"
"965119","496"
"937641","496"
"1066721","496"
"1072545","496"
"948158","496"
"923728","496"
"956920","496"
"934095","496"
"1061382","496"
"972846","496"
"949864","496"
"1073163","496"
"1030086","496"
"1005024","496"
"1069572","496"
"984721","496"
"937283","496"
"1010283","496"
"949865","496"
"1043758","496"
"1004945","496"
"935606","496"
"1076536","496"
"925156","496"
"1071201","496"
"1036971","496"
"943975","496"
"1000180","496"
"954649","496"
"1052507","496"
"1047424","496"
"1052525","496"
"1074646","496"
"1046496","496"
"991891","496"
"986312","496"
"1074675","496"
"1021989","496"
"925776","496"
"915167","496"
"973093","496"
"1012661","496"
"1062645","496"
"956515","496"
"1053374","496"
"1050369","496"
"962301","496"
"1054417","496"
"974738","496"
"1043340","496"
"1058547","496"
"1050461","496"
"950116","496"
"943055","496"
"1014914","496"
"962200","496"
"1050118","496"
"970498","496"
"939461","496"
"947104","496"
"1019898","496"
"1006567","496"
"923979","496"
"977580","496"
"947153","496"
"1071136","496"
"1055963","496"
"1000955","496"
"1073560","496"
"1045382","496"
"995107","496"
"968325","496"
"944423","496"
"1045691","496"
"987092","496"
"956402","496"
"981295","496"
"950382","496"
"1067276","496"
"1045328","496"
"1034566","496"
"975316","496"
"995330","496"
"1065623","496"
"1028746","496"
"993956","496"
"939788","496"
"1051040","496"
"1000997","496"
"924185","496"
"1036052","496"
"982681","496"
"949968","496"
"1011460","496"
"949324","496"
"1003427","496"
"1057542","496"
"1070980","496"
"982968","496"
"1060782","496"
"975092","496"
"952868","496"
"938509","496"
"936055","496"
"1068058","496"
"1051179","496"
"988128","496"
"996245","496"
"1045883","496"
"1071588","496"
"963070","496"
"1099706","496"
"1230633","496"
"1204371","496"
"1209033","496"
"1092983","496"
"1204262","496"
"1157392","496"
"1225253","496"
"1233201","496"
"1235184","496"
"1132153","496"
"1167688","496"
"1159706","496"
"1175946","496"
"1152979","496"
"1134274","496"
"1101298","496"
"1233318","496"
"1152013","496"
"1125014","496"
"1216213","496"
"1090417","496"
"1187563","496"
"1111123","496"
"1084252","496"
"1110929","496"
"1130897","496"
"1092557","496"
"1100478","496"
"1203375","496"
"1103154","496"
"1173648","496"
"1110723","496"
"1091334","496"
"1188453","496"
"1188638","496"
"1157770","496"
"1101126","496"
"1086817","496"
"1176040","496"
"1227516","496"
"1104150","496"
"1190068","496"
"1202571","496"
"1196577","496"
"1207999","496"
"1091336","496"
"1079111","496"
"1131856","496"
"1103167","496"
"1197946","496"
"1088315","496"
"1152806","496"
"1202884","496"
"1223048","496"
"1125212","496"
"1118709","496"
"1154037","496"
"1211578","496"
"1166647","496"
"1095841","496"
"1207574","496"
"1097793","496"
"1122235","496"
"1145640","496"
"1231714","496"
"1147690","496"
"1090974","496"
"1102374","496"
"1134014","496"
"1138555","496"
"1174744","496"
"1088065","496"
"1097986","496"
"1078202","496"
"1091645","496"
"1174850","496"
"1147828","496"
"1124745","496"
"1165908","496"
"1143690","496"
"1117650","496"
"1141489","496"
"1229571","496"
"1126210","496"
"1133802","496"
"1094764","496"
"1117383","496"
"1208136","496"
"1151139","496"
"1179322","496"
"1078140","496"
"1151102","496"
"1142763","496"
"1147460","496"
"1179595","496"
"1179601","496"
"1147854","496"
"1165336","496"
"1078657","496"
"1094597","496"
"1222567","496"
"1153917","496"
"1147872","496"
"1122948","496"
"1197274","496"
"1180051","496"
"1133518","496"
"1091838","496"
"1126917","496"
"1164371","496"
"1223677","496"
"1082362","496"
"1169176","496"
"1105029","496"
"1082410","496"
"1078019","496"
"1127445","496"
"1228940","496"
"1219997","496"
"1127790","496"
"1082571","496"
"1150221","496"
"1148384","496"
"1155392","496"
"1209992","496"
"1211282","496"
"1127995","496"
"1128038","496"
"1182739","496"
"1090586","496"
"1224464","496"
"1133243","496"
"1216054","496"
"1224418","496"
"1128210","496"
"1162727","496"
"1176286","496"
"1114043","496"
"1162427","496"
"1106463","496"
"1213149","496"
"1105292","496"
"1201449","496"
"1105888","496"
"1205332","496"
"1205299","496"
"1226161","496"
"1228511","496"
"1173015","496"
"1144306","496"
"1184685","496"
"1226182","496"
"1156088","496"
"1102948","496"
"1210906","496"
"1234040","496"
"1172985","496"
"1192994","496"
"1175484","496"
"1143962","496"
"1120450","496"
"1200894","496"
"1142280","496"
"1148685","496"
"1204924","496"
"1129453","496"
"1185364","496"
"1085190","496"
"1156498","496"
"1213572","496"
"1202069","496"
"1143188","496"
"1103046","496"
"1082860","496"
"1218680","496"
"1208091","496"
"1223833","496"
"1154383","496"
"1192310","496"
"1192309","496"
"1129571","496"
"1160591","496"
"1172920","496"
"1200066","496"
"1146398","496"
"1092138","496"
"1104840","496"
"1186248","496"
"1198615","496"
"1129878","496"
"1270034","496"
"1262261","496"
"1291174","496"
"1312858","496"
"1289864","496"
"1305515","496"
"1276305","496"
"1287344","496"
"1276297","496"
"1273133","496"
"1243002","496"
"1324457","496"
"1329475","496"
"1311284","496"
"1250058","496"
"1293444","496"
"1325485","496"
"1292035","496"
"1284659","496"
"1336589","496"
"1298761","496"
"1314364","496"
"1312269","496"
"1277176","496"
"1329645","496"
"1289600","496"
"1329682","496"
"1312939","496"
"1277300","496"
"1240579","496"
"1297142","496"
"1298725","496"
"1273989","496"
"1244301","496"
"1280680","496"
"1329920","496"
"1276807","496"
